Classify,Audio,BI,CPU.C,Conne,N.Net,UAR3.,USB1.,NVSE.,GFXC.,AUDI.,SDM3.,SDM4.,PLM,PLM.P,I2C5.,Toast,WNS,WU,NinetyCount,FiftyCount,TwentyCount,TenCount
USB1,0,0,5,0,22,0,99,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,8,0,30,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
GFX,0,2,4,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,2,5,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,15,0,0,0,100,0,0,0,0,0,0,0,4,0,1,1,1,2
GFX,0,0,4,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,5,6,0,19,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,2,4,0,17,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,3,7,0,17,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
AUDIO.Toast,0,12,0,0,20,0,0,0,0,100,0,4,2,0,0,99,0,0,2,2,2,4
GFX,0,0,4,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,6,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,2,5,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,8,3,0,35,0,0,0,100,0,0,0,0,0,0,0,23,0,1,1,3,3
GFX,0,3,4,0,16,0,0,0,100,0,0,0,0,0,0,0,0,4,1,1,1,2
GFX,0,2,5,0,16,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
USB1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.AUDIO.DEV,0,0,0,0,100,0,3,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
PLM,0,0,0,0,100,0,63,0,0,100,0,0,99,0,0,0,0,0,3,4,4,4
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,2,99,0,0,0,0,0,3,3,3,3
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
GFX,0,7,28,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,0,3,0,100,3,0,0,0,2,2,2,2
USB1,0,0,3,0,9,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,10,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Toast,0,0,0,0,0,0,0,0,0,0,0,2,0,100,27,0,0,0,1,1,2,2
GFX,0,0,5,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
USB1,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
AUDIO.DEV,0,0,4,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,1
GFX,2,0,3,0,10,0,0,0,100,3,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P,0,0,0,0,100,0,0,8,0,100,40,13,0,100,7,0,0,0,3,3,4,5
GFX,0,0,4,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,13,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,14,0,13,0,15,0,100,0,0,0,0,0,0,0,0,0,1,1,1,4
GFX,0,0,15,0,19,0,45,0,100,0,0,0,0,0,0,0,0,0,1,1,2,4
GFX,0,0,13,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,3
GFX,0,0,13,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,3
GFX,0,0,13,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,3
GFX,0,0,14,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,3
GFX,0,0,13,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,3
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Audio.Svc,98,6,0,0,100,0,0,0,0,100,6,0,98,0,2,0,0,0,4,4,4,4
Audio.Svc,98,76,0,0,100,0,0,0,2,100,5,0,98,0,0,0,0,0,4,5,5,5
Audio.Svc,99,5,0,0,100,0,0,0,0,100,4,0,99,0,0,0,0,0,4,4,4,4
Audio.Svc,99,5,0,0,100,0,0,0,0,100,4,0,99,0,2,0,0,0,4,4,4,4
Audio.Svc,99,5,0,0,100,0,0,0,0,100,5,0,99,0,0,0,0,0,4,4,4,4
Audio.Svc,99,99,0,0,100,0,0,0,0,100,3,0,99,0,2,0,0,0,5,5,5,5
Net.Only,0,0,5,0,17,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1
UAR3,0,0,14,0,0,100,0,0,0,0,0,0,0,0,51,0,0,0,1,2,2,3
Net.Only,0,0,5,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1
PLM.P,0,0,0,0,100,0,0,0,0,100,0,5,0,100,0,0,0,0,3,3,3,3
PLM.P,0,0,0,0,100,0,0,0,0,100,0,4,0,100,0,0,0,0,3,3,3,3
AUDIO.DEV,0,5,25,0,23,0,0,0,0,97,3,0,7,0,0,0,0,0,1,1,3,3
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.AUDIO.DEV,13,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,4
AUDIO.DEV,0,0,15,0,15,0,0,0,0,100,0,0,2,0,0,0,0,0,1,1,1,3
GFX,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
CPU.C0,0,7,90,0,23,0,0,0,0,0,2,0,0,0,11,0,0,0,0,1,2,3
USB1,0,0,6,0,21,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,6,0,21,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,10,7,0,100,4,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,11,8,0,100,5,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,14,8,0,100,9,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,10,7,0,100,5,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,10,7,0,100,4,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,13,6,0,100,8,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,14,8,0,100,9,0,0,0,2,2,2,3
USB1,0,6,14,0,34,0,100,0,0,0,2,2,0,0,0,0,0,0,1,1,2,3
WU,0,0,0,0,100,0,0,0,0,0,13,5,0,0,2,0,0,96,2,2,2,3
WU,0,0,0,0,100,0,0,0,0,0,15,2,0,0,2,0,0,92,2,2,2,3
WU,0,0,0,0,100,0,0,0,0,0,9,0,0,0,0,0,0,94,2,2,2,2
AUDIO.DEV,0,0,14,0,19,0,0,0,0,99,2,0,8,0,0,0,0,0,1,1,1,3
PLM.P,0,0,0,0,100,0,0,0,0,0,99,7,0,100,85,0,0,0,3,4,4,4
WU,0,12,2,0,66,0,94,0,0,0,0,2,4,0,0,0,4,55,1,3,3,4
USB1,0,0,9,0,29,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
GFX.CPU.USB,0,0,52,0,32,0,89,0,100,0,2,0,0,0,43,0,0,0,1,3,5,5
UAR3,0,0,4,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,2,0,2,100,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1
CPU.C0,0,7,82,0,26,0,0,0,0,0,8,3,0,0,2,0,0,0,0,1,2,2
USB1,0,0,3,0,10,0,99,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,3,0,11,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,4,5,0,100,5,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,2,5,0,100,5,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,15,13,0,100,7,0,0,0,2,2,2,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,21,7,0,100,5,0,0,0,2,2,3,3
Audio.Dev,0,0,99,0,7,0,0,0,100,100,0,0,0,0,0,0,0,0,3,3,3,3
Audio.Dev,0,0,99,0,8,0,0,0,100,100,0,0,0,0,0,0,0,0,3,3,3,3
GFX,0,0,5,0,6,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,8,0,8,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,8,0,7,0,0,2,100,0,0,0,0,0,0,0,0,2,1,1,1,1
Connect.RDP,0,0,0,100,100,0,0,5,100,0,36,14,0,0,8,0,0,0,3,3,4,5
Net.Only,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
Net.Only,0,0,3,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,2,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
Audio.Svc,99,0,0,0,10,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2
Audio.Svc,99,0,0,0,11,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,3
Audio.Svc,99,0,0,0,11,0,0,0,0,100,0,3,0,0,0,0,0,0,2,2,2,3
Audio.Svc,99,0,0,0,11,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,3
WU,0,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
AUDIO.DEV,0,0,12,0,0,0,0,0,0,100,0,0,2,0,0,0,0,0,1,1,1,2
CPU.C0.AUDIO,0,0,97,0,10,0,0,0,0,100,0,0,0,0,0,2,0,0,2,2,2,2
PLM.P,0,0,0,0,100,0,8,0,0,0,60,6,0,100,7,0,0,0,2,3,3,3
AUDIO.DEV,0,2,11,0,4,0,0,0,0,100,0,0,2,0,0,0,0,0,1,1,1,2
USB1,0,0,10,0,43,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,8,0,32,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,8,0,31,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,8,0,34,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,8,0,32,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
GFX,0,0,4,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,3,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,22,9,0,100,16,0,0,0,2,2,3,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,22,8,0,100,17,0,0,0,2,2,3,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,27,9,0,100,21,0,0,0,2,2,4,4
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,22,11,0,100,19,0,0,0,2,2,3,5
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,20,6,0,100,13,0,0,0,2,2,2,4
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,33,11,0,100,11,0,0,0,2,2,3,5
USB1,0,0,10,0,34,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,25,5,0,100,9,0,0,0,2,2,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,20,7,0,100,6,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,19,4,0,100,4,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,21,6,0,100,5,0,0,0,2,2,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,23,8,0,100,6,0,0,0,2,2,3,3
GFX,0,8,3,0,18,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,2,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
USB1,0,6,15,0,34,0,100,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3
GFX,0,50,3,0,56,0,0,0,100,0,0,0,0,0,0,0,0,0,1,2,3,3
Audio.Svc,99,50,0,0,57,0,0,0,0,100,0,0,0,0,2,0,0,0,2,3,4,4
GFX,0,5,3,0,17,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,8,6,0,19,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,8,6,0,20,0,0,0,100,0,0,0,0,0,0,0,0,2,1,1,1,2
Audio.Svc,99,46,0,0,56,0,0,0,0,100,0,0,0,0,2,0,0,0,2,3,4,4
GFX,0,5,5,0,17,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
PLM.AUDIO.DEV,0,0,0,0,100,0,0,0,0,100,0,0,99,0,0,0,0,0,3,3,3,3
PLM.AUDIO.DEV,0,4,0,0,100,0,0,0,0,100,0,6,99,0,0,0,0,0,3,3,3,3
GFX,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,12,8,0,100,5,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,9,5,0,100,3,0,0,0,2,2,2,2
PLM.P,0,0,0,0,100,0,0,0,0,0,0,2,0,100,96,0,0,0,3,3,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,2,7,0,100,4,0,0,0,2,2,2,2
PLM.P,0,0,0,0,100,0,0,0,0,0,0,3,0,100,94,0,0,0,3,3,3,3
PLM.P,0,0,0,0,100,0,0,0,0,0,0,2,0,100,96,0,0,0,3,3,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,36,10,0,100,7,0,0,0,2,2,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,28,15,0,100,9,0,0,0,2,2,3,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,31,9,0,100,6,0,0,0,2,2,3,3
GFX,0,0,4,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,20,0,67,0,0,0,100,0,0,0,0,0,0,0,52,0,1,3,3,4
Audio.Svc,99,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
WNS,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,99,0,2,2,2,2
AUDIO.DEV,0,8,16,0,17,0,0,0,0,99,0,0,0,0,0,0,0,0,1,1,1,3
AUDIO.DEV,0,2,10,0,43,0,0,0,0,99,2,0,33,0,0,0,0,0,1,1,3,3
USB1,0,0,8,0,31,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
GFX,0,0,2,0,9,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,1
Audio.Svc.USB,98,0,0,0,10,0,100,0,0,0,0,0,3,0,8,0,0,0,2,2,2,2
Audio.Svc.USB,99,0,0,0,10,0,100,0,0,0,0,0,3,0,8,0,0,0,2,2,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,36,5,0,100,4,0,0,0,2,2,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,35,7,0,100,5,0,0,0,2,2,3,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,39,7,0,100,9,0,0,0,2,2,3,3
PLM.P,0,0,0,0,100,0,0,0,100,100,0,3,0,100,0,0,0,0,4,4,4,4
PLM.P,0,0,0,0,100,0,0,0,100,100,0,3,0,100,0,0,0,0,4,4,4,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,17,4,0,100,6,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,12,3,0,100,6,0,0,0,2,2,2,3
PLM.P.NET,0,0,0,0,100,0,0,2,0,0,17,12,0,100,8,0,0,0,2,2,2,4
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,16,5,0,100,6,0,0,0,2,2,2,3
BI,0,99,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,1,1,1,1
WU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1,1,1
Audio.Svc,99,0,0,0,3,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2
PLM.P,0,0,0,0,100,0,0,12,0,0,61,22,0,100,27,0,0,0,2,3,5,6
PLM.P,0,0,0,0,100,0,0,0,0,0,72,21,0,100,20,0,0,0,2,3,4,5
PLM.P,0,0,0,0,100,0,0,3,0,0,55,15,0,100,13,0,0,0,2,3,3,5
PLM.P,0,0,0,0,100,0,0,0,0,100,51,7,0,100,0,0,0,0,3,4,4,4
UAR3,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
WU,0,5,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,6,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
Audio.Svc,99,0,0,0,13,0,0,0,0,100,0,7,0,0,3,0,0,0,2,2,2,3
WU,0,9,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,99,2,2,2,2
WU,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,99,1,1,1,2
PLM.P,0,0,0,0,100,0,0,2,100,100,54,9,0,100,0,0,0,0,4,5,5,5
AUDIO.Toast,0,2,0,0,14,0,0,0,0,100,0,0,0,0,0,98,0,0,2,2,2,3
AUDIO.DEV,0,0,11,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,2
AUDIO.DEV,0,0,10,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,1
AUDIO.DEV,0,0,11,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,2
AUDIO.DEV,0,0,10,0,0,0,0,0,0,100,0,0,3,0,0,0,0,0,1,1,1,1
USB1,0,8,9,0,34,0,99,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
GFX,0,0,11,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,3
GFX,0,0,7,0,26,0,0,2,100,5,3,4,0,5,0,0,6,0,1,1,2,2
WNS,0,0,2,0,58,0,0,0,100,0,0,0,0,0,0,0,51,0,1,3,3,3
GFX,0,0,3,0,38,0,0,0,100,0,0,0,0,0,0,0,29,0,1,1,3,3
Net.Only,0,0,12,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,33,6,0,100,6,0,0,0,2,2,3,3
PLM.P,0,0,0,0,100,0,100,0,0,0,11,6,0,100,6,0,0,0,3,3,3,4
Under10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AUDIO.DEV,0,0,13,0,0,0,0,0,0,99,0,0,6,0,0,0,0,0,1,1,1,2
GFX.CPU.C0,0,2,54,0,41,0,0,0,100,0,2,0,0,0,0,0,0,0,1,2,3,3
Net.Only,0,0,27,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Net.Only,0,0,28,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Audio.Svc.UAR,99,0,0,0,4,100,0,0,0,0,0,0,3,0,0,0,0,0,2,2,2,2
USB1,0,7,9,0,41,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
PLM.P.NET,0,0,0,0,100,0,0,0,0,0,18,7,0,100,7,0,0,0,2,2,2,3
WU,0,0,0,0,100,0,0,0,0,0,3,0,0,0,0,0,0,98,2,2,2,2
WU,0,0,0,0,100,0,0,0,0,0,3,0,0,0,0,0,0,99,2,2,2,2
WU,0,0,0,0,100,0,0,0,0,0,5,0,0,0,0,0,0,99,2,2,2,2
WNS,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,99,0,2,2,2,2
WU,0,3,0,0,100,0,0,0,0,0,2,0,0,0,0,0,0,99,2,2,2,2
USB1,0,8,6,0,18,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
USB1,0,4,5,0,14,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
USB1,0,11,7,0,21,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3
AUDIO.DEV,0,8,16,0,17,0,0,0,0,98,0,0,0,0,0,0,0,0,1,1,1,3
AUDIO.DEV,0,9,14,0,17,0,0,0,0,99,0,0,0,0,0,0,0,0,1,1,1,3
AUDIO.DEV,0,0,15,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,1,2
AUDIO.DEV,0,9,14,0,20,0,0,0,0,99,2,0,2,0,0,0,0,0,1,1,1,3
Net.Only,0,0,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
GFX,0,0,4,0,14,0,0,0,100,0,0,0,0,0,0,0,0,2,1,1,1,2
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
GFX,0,0,4,0,13,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
USB1,0,0,18,0,34,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,3
GFX,0,0,7,0,14,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,1,2
CPU.C0,0,7,89,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,1,1
CPU.C0.AUDIO,0,0,99,0,10,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,2,2
AUDIO.DEV,0,0,14,0,7,0,0,0,0,99,0,0,3,0,0,0,0,0,1,1,1,2
USB1,0,0,8,0,31,0,99,0,0,0,3,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,7,0,33,0,100,0,0,0,5,0,0,0,2,0,0,0,1,1,2,2
USB1,0,0,8,0,30,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
Audio.Svc,99,0,0,0,13,0,0,0,0,100,0,3,0,0,0,0,0,0,2,2,2,3
USB1,0,3,8,0,31,0,100,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,8,0,31,0,99,0,0,0,2,0,0,0,0,0,0,0,1,1,2,2
USB1,0,0,8,0,30,0,100,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
Net.Only,0,0,14,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,15,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
Net.Only,0,0,14,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2
CPU.C0.AUDIO,0,0,99,0,37,0,0,0,0,100,0,0,0,0,0,0,0,0,2,2,3,3
GFX,0,0,47,0,6,0,0,0,100,0,0,0,0,0,40,0,0,0,1,1,3,3
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,2,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,3,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
WU,0,0,0,0,100,100,0,5,0,0,43,19,0,0,3,0,0,86,2,3,4,5
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
UAR3,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
